Date, Element No, Used interval, SM16 Interval (new), SM17 Interval (new), SM17/SM16 Interval ratio, R (SM16), R (SM17)(exp), R (SM17), Grade, Success, abs RM16, abs RM17 (expected), abs RM17 (predicted), abs R-Metric, sqr R-Metric, Title,
Oct 24 2023 10:18:51,11,9,18,17,0.96,0.799,0.725,0.725,3,1,0.2009,0.2745,0.2745,-0.0736,-0.035,在你点击学习按钮后，你将要遍历所有被安排到今天复习的材料。按[.]查看下一张卡片。
Oct 24 2023 10:18:59,38,9,18,12,0.68,0.82,0.721,0.721,3,1,0.1801,0.279,0.279,-0.0989,-0.0454,导入一篇网络文章到 SuperMemo：  在你的网页浏览器，复制选中的文本（[.]）  在 SuperMemo，点击（Ctrl+N）
Oct 24 2023 10:19:02,53,9,18,12,0.65,0.836,0.717,0.717,3,1,0.1639,0.2834,0.2834,-0.1195,-0.0535,在你创建一个完型填空后，你可以点击按钮，或按下[.]查看你挖空的结果
Oct 24 2023 10:19:41,15,9,3,4,1.29,0.712,0.712,0.712,1,0,0.7116,0.7119,0.7119,-0.0003,-0.0005,使用 SuperMemo，你只需要记得两个快捷键：  [.] - 添加新的问题和回答（新增）  Ctrl+L - 重复要学习的材料（学习）
Oct 24 2023 10:19:49,52,9,2,3,1.62,0.648,0.708,0.708,1,0,0.6477,0.7076,0.7076,-0.06,-0.0813,在你创建一个完型填空后，你可以点击[.]按钮，或按下Alt+??查看你挖空的结果
Oct 24 2023 10:19:57,118,9,31,11,0.35,0.675,0.703,0.703,5,1,0.3248,0.2968,0.2968,0.0281,0.0174,有效的学习：处理知识的20条规则 : 第一、如果我[.]这个材料，那我不如不学  学习不理解的东西可能是天方夜谭，但是事实证明确实有很多学生正在学习他们并不理解的材料。这往往是糟糕的教材和逼近的考试导致的，由于时间紧迫，没有选择，我们可能对教材囫囵吞枣，死记硬背。 .
Oct 24 2023 10:20:02,22,9,23,23,0.98,0.699,0.699,0.699,3,1,0.301,0.3014,0.3014,-0.0004,-0.0002,你可以点击[.]按钮回到浏览的上一张卡片   你也可以按下 Alt+?? 实现同样的效果  反过来，你可以按下 Alt+?? 在之前浏览过的卡片列表上前进（就像在网页浏览器里面那样）  注：现在就试试！先按下 Alt+?? 然后按下 Alt+?? 回到当前卡片。
Oct 24 2023 11:02:51,154,9,31,12,0.37,0.72,0.694,0.694,4,1,0.2799,0.3063,0.3063,-0.0265,-0.0155,有效的学习：处理知识的20条规则 : 第二、先学再记  开始学习一个科目的知识前，我们就应该对所学的知识建立一个整体印象。只有把在材料上相互独立的知识构建为逻辑上相互联系的知识大厦，才能大幅度降低我们的学习时间。就如规则一所提到的一样，一个独立的知识点就像方程式里的一个符号，没有联系就没有理解，就如同死记硬背。  所以不要从[ .
Oct 24 2023 11:03:31,160,9,22,9,0.4,0.739,0.689,0.689,3,1,0.261,0.3107,0.3107,-0.0496,-0.0284,有效的学习：处理知识的20条规则 : 第七、使用助记技巧  助记技巧是那些使我们更容易记忆的技巧。这些技巧往往有着令人惊讶的效果。对大部分学生来说，10岁少年就能记住50张卡牌排序的景象让人几乎以为发现了少年天才。然而人们惊讶的发现，在一些训练后，掌握这样的技巧是如此的容易。这些技巧每个人都可以获得而不需要而外的能力。 .
Oct 24 2023 11:03:46,33,9,20,10,0.48,0.756,0.685,0.685,3,1,0.2441,0.3153,0.3153,-0.0712,-0.0398,你可以按 [.] 排除一张你不想学习的卡片
Oct 24 2023 11:04:15,49,9,3,1,0.37,0.71,0.681,0.681,1,0,0.7099,0.6805,0.6805,0.0294,0.0409,选中[.]，并按下（Alt+Z），可创建问答卡片（完型填空）
Oct 24 2023 11:04:38,159,9,31,14,0.45,0.726,0.676,0.676,5,1,0.2744,0.3236,0.3236,-0.0492,-0.0294,有效的学习：处理知识的20条规则 : 第六、使用图片  视觉皮层是大脑中用来处理视觉刺激的部分。该部分在进化过程中得以充分的发展，这也是为什么我们常常会说一图胜千言。事实上，如果你观察一幅图片中的细节以及记忆这些细节的容易程度，你会发现，我们的语言能力相较于视觉处理能力真是差太多了。对于记忆也是如此，用图片展示的信息通常不太容易忘记。 .
Oct 24 2023 11:05:29,161,9,31,22,0.7,0.74,0.672,0.672,5,1,0.2602,0.3278,0.3278,-0.0676,-0.0398,有效的学习：处理知识的20条规则 : 第九、避免使用[.]  集合就是一堆有特定性质的东西的组合from wiki。比如：一个水果的集合就是由桃子、梨子、苹果组所组成的。一个典型的例子是，当要求列出一个集合的所有成员时，这样的内容是很难学习的。 .
Oct 24 2023 11:05:46,158,9,31,15,0.49,0.753,0.668,0.668,4,1,0.247,0.3321,0.3321,-0.0851,-0.0493,有效的学习：处理知识的20条规则 : 第六、使用图片  视觉皮层是大脑中用来处理视觉刺激的部分。该部分在进化过程中得以充分的发展，这也是为什么我们常常会说一图胜千言。事实上，如果你观察一幅图片中的细节以及记忆这些细节的容易程度，你会发现，我们的语言能力相较于视觉处理能力真是差太多了。对于记忆也是如此，用[.]展示的信息通常不太容易忘记。 .
Oct 24 2023 11:06:11,39,9,20,11,0.54,0.765,0.663,0.663,3,1,0.235,0.3366,0.3366,-0.1016,-0.0581,导入一篇网络文章到 SuperMemo：  在你的网页浏览器，复制选中的文本（Ctrl+C）  在 SuperMemo，点击[.]）
Oct 24 2023 11:06:23,162,9,20,13,0.66,0.776,0.66,0.66,3,1,0.2239,0.3404,0.3404,-0.1165,-0.0657,有效的学习：处理知识的20条规则 : 第九、避免使用集合  集合就是一堆有特定性质的东西的组合from wiki。比如：一个水果的集合就是由桃子、梨子、苹果组所组成的。一个典型的例子是，当要求列出一个集合的所有成员时，这样的内容是很难学习的。 .
Oct 24 2023 11:07:22,156,9,31,11,0.37,0.786,0.655,0.655,5,1,0.2137,0.3447,0.3447,-0.131,-0.0732,有效的学习：处理知识的20条规则 : 第四、最小信息原则  我们的学习材料尽可能以简单的方式进行组织。  1、简单即容易  根据定义，简单的材料容易记忆。事实证明，[.]的材料让大 .
